,k1,Linf,L0,k0,σ
0,-0.12013215682140693,10.500492268186703,4.592863928546455,0.4464955553406701,0.08265222272570771
1,-0.12167630835127924,10.45150012523936,5.115883894050945,0.4275111359348279,0.07959533827545488
2,-0.10457425366148337,10.725853667032144,4.588277401886037,0.4069741043651267,0.07815562489521272
3,-0.08737951144658969,10.63580285885176,5.089446467480871,0.3680758461438961,0.08124405304165185
4,-0.11874134912418435,10.434560715780782,4.641924640930366,0.4640655793465845,0.0785269080685542
5,-0.09975620242718691,10.575253908994595,5.649259268483076,0.35004292825520644,0.08296478363188416
6,-0.07921608236416913,10.411179158946492,3.7413793528986528,0.48401602085599565,0.08007911960072141
7,-0.13749107500612456,10.418196424635628,5.057314057418796,0.4322508955967923,0.0794580827021211
8,-0.1500848856997302,10.403616483898347,4.6393707022794715,0.4739437902648803,0.07837554428378044
9,-0.1320928274152476,10.400897575534962,5.377675933771494,0.42756023222182216,0.08501237516777752
10,-0.09238429756804747,10.505149823528228,4.422254220347392,0.4572475695960988,0.08017092426106431
11,-0.09111161918457707,10.461706826109445,4.85004358069001,0.4056366990463757,0.07954372281864482
12,-0.10039344255687015,10.495368551461253,5.066421362364201,0.39627675302768034,0.080424773907359
13,-0.1292635580651105,10.45514933452424,4.068231499770719,0.5108898611084504,0.08439400496516104
14,-0.10765328706187217,10.555957233425865,4.429765089542688,0.4585095803755072,0.0951850029099182
15,-0.12347774550904929,10.534540249564914,5.129137581736389,0.4018951573859138,0.07279174253437785
16,-0.07259236720219615,10.500047902396753,4.189614312640948,0.46860565337574517,0.07424399240919839
17,-0.09303272027315727,10.45973478595449,4.112828900120362,0.4435173704938589,0.07468206225894393
18,-0.10393285893254091,10.433902473405194,4.513902441042368,0.4449884110599616,0.07589620453128064
19,-0.0916050226221626,10.722946747365231,4.920557942219407,0.3936179076709443,0.0819506313570522
20,-0.13939742816576237,10.548671674116003,5.9306599554357575,0.3778566892571716,0.09105121948114557
21,-0.09078256501775775,10.64691311497626,4.267336678850183,0.4218540601566593,0.07762887511078997
22,-0.17602564133558335,10.402779174929522,5.205682951515972,0.46049139501855635,0.09158145987290543
23,-0.11788888706565737,10.53703446728803,3.759906906510436,0.49596749177708566,0.08026810501477624
24,-0.1290996837366996,10.414833495180527,3.947286236157712,0.5081007614379704,0.09596654771504311
25,-0.09544950390222237,10.666826126424922,3.94722387196637,0.44635893524822023,0.07944306949543349
26,-0.07057098413243362,10.463686211098711,4.253183189617111,0.43378223222880335,0.08831077973154511
27,-0.08688896485323323,10.764246326549882,5.105585356913158,0.3779751761234775,0.09242093857104217
28,-0.050621482943579,10.598036539048648,4.646118760424186,0.3916085445971282,0.09209619030179282
29,-0.1239050837390475,10.515834897300483,5.555388530595711,0.3920524547367956,0.06945854688374216
30,-0.07812891425264872,10.545205521083087,4.163772847997648,0.43199988196198896,0.07933302384540683
31,-0.09106510173954938,10.660685043393737,5.462628867507865,0.34985825459133757,0.08754659849639107
32,-0.0741322709554488,10.801208126815698,4.773404712724753,0.3633684942938129,0.08719391609054396
33,-0.13618205711467776,10.495898107899887,5.589187926343053,0.38818218791214665,0.08434029801142641
34,-0.1382150186868297,10.486445430951845,5.685753417251328,0.3908015996225862,0.08192852708479047
35,-0.06925236499335588,10.809347679260304,5.290695566867029,0.3266877458770618,0.07617827695657797
36,-0.14618463083289168,10.41480718461735,4.490744403329484,0.5146230710935624,0.09185127717425377
37,-0.04085445522642668,10.691894589571506,5.489903099459847,0.33166254535149825,0.07910861004848331
38,-0.03866800220309349,10.705392856362812,5.5170926643906775,0.33550089444510367,0.0791068971103455
39,-0.04577586871238745,11.050336822163581,5.207180609505851,0.32635608720176607,0.08094414912725278
40,-0.1645718885312042,10.507473727543235,5.348547572411349,0.4122886656705952,0.09164495175135032
41,-0.1616269955768736,10.428958155025535,3.990195210468993,0.5168617678715228,0.0735568986352949
42,-0.10684280542508982,10.56472011636325,5.724683780885101,0.35600423873478926,0.08391310241661086
43,-0.1055553854106226,10.973907410799,5.857056273031567,0.3225674266775492,0.0834759770356552
