,Mean_biomass,Island_biomass__0,Island_biomass__1,Island_biomass__2,Island_biomass__3,Island_biomass__4,Island_biomass__5,Island_biomass__6,Island_biomass__7,Island_biomass__8,Island_biomass__9,Island_biomass__10,Island_biomass__11,Rat_effect,Structure,Hard_coral,Island_SD,Obs_sigma
0,1.8142879670878698,1.769495474434469,2.951796179146937,3.9701247192944176,2.249138767703149,2.0413154734558954,2.1496296069055973,3.174262229318185,1.3984473505853796,1.5894759266967793,1.2035832274699136,3.392532990485946,1.4117684201507825,0.3255800161915025,-0.3183746857091579,-0.02815725537183746,1.236361987195072,1.3155230825059232
1,2.202324562786666,2.6011450814899866,2.1081701705634757,2.8976901478303496,2.120590885998487,1.862875853904897,2.1862696332365537,2.1348920565945173,2.6064717286540797,2.308492165421543,3.1528977103950173,2.8502535491942567,2.735278395064645,-0.6809943607321995,-0.5481906051394017,-0.023288004883730472,0.46260289697535223,1.507634349744174
2,1.6145356469291412,0.8434689462357734,1.5086387941151942,2.9368833572505615,1.046301508139915,0.25184148740230017,1.4421351445345547,1.482027801687562,1.0396083460625687,2.4817029734897895,0.6948716142409547,1.376894346176745,1.2928344907286806,-0.5984178476092683,-0.23960553991101677,0.01245303068290757,0.7882996948912295,1.1430476360431838
3,2.5282978353978596,2.3375238116415087,1.787190519448299,3.8001610097841088,1.5178334851022441,1.1878529053528644,2.6547065335540316,1.7948815304359784,2.500652762108117,1.8128904455635908,2.8349741828534105,2.120331494407594,2.289515019369018,-1.5022133609342678,-0.44022088829529676,0.003706333380911502,0.7636544018058651,0.9871283881114267
4,2.3317120147042445,1.7219147526182772,1.638967639489383,3.306937309798476,1.5043976880632464,0.8702018998212625,1.578801956618611,2.142792216676671,1.9979935704317218,2.7229130668687604,2.0562912832386933,3.0930313236229305,1.0705710420129566,-0.8734338835663863,-0.39801053676154075,-0.0025243224131431016,0.7968784802898911,1.134638749971787
5,2.1579539410226887,2.4992224362330666,2.6341955785225135,3.538591009818033,2.0567730321688895,1.3158815270546944,3.1215421586241217,1.872958020927599,1.8445804375937784,1.7441899994367025,2.4270761745525617,1.7698890684711113,2.840242100351009,-1.2171243002331544,-0.3291115249364111,-0.01452556196790606,0.5776980936926455,1.1248411278926702
6,2.5894518445184036,2.6301186960447147,2.7229752219058714,4.379605283529308,1.9303619049568592,1.0797684917418295,2.8752206162892713,1.9902578142283607,1.6653827591750083,1.5968575577797277,2.9797389895523207,2.5336227561250775,2.290009462944528,-1.371522855517815,0.012471066915039528,-0.004205970082745595,0.7710995990927192,1.0812352724312053
7,1.6812383305537206,0.9119384698205063,2.10244906090724,4.392437866764262,0.6807650889126727,0.9772194783221146,1.2828640792925805,1.8456410431246666,0.8730263025324445,0.24905657942467602,2.0320795476062496,3.4071859431006173,1.5027783060892763,0.5810869533153389,-0.2633104704057753,-0.02487386245786432,1.118583967133626,1.2762123967886974
8,1.7339080398935016,1.0493153851508912,2.592277578982662,3.692055769577408,1.7877964579884134,0.9594140490547525,1.695704563358583,2.6192675757727564,1.0730027767973354,1.4468357701184493,1.5375890927730762,2.0348938635617255,0.6819808044226102,0.39856693867892246,-0.5988555520338957,-0.014301366385026342,0.8590778587758165,1.0950163050510389
9,1.8627074070975413,1.6930467153578437,1.3951875830594516,3.8792083808635094,1.2227461490335367,1.0270300630312241,1.986909842092188,2.0212562494826987,1.723052152088329,2.2968481083566976,2.455380252103264,3.3709373834986014,2.387383725191175,-0.8398464119948118,-0.5771908593987244,-0.011567020266925495,1.2235643152346594,1.12980214612185
10,2.0229070891018743,1.3712503734801897,1.37150708241177,3.55396350536406,1.4623610498322257,0.4470351487579994,1.8333087339108147,2.2323293384426672,1.6216080729016475,2.1950291535166366,2.7398328964366034,3.090869859368507,1.9446454159874311,-0.807490500628208,-0.2811952559406949,-0.006717159198473798,0.8922910093145047,1.0081781648779886
11,2.040527283830889,2.5876063481714233,2.5714518766441223,4.153113496944051,1.4513477289205698,1.390316328916776,2.5448214656564723,2.0109197720333216,2.2575337759182683,1.6378869194380377,1.9869620918321143,1.9701375812678428,1.41449197551223,-0.8529799158906235,-0.3731405699686668,-0.008039355321018977,1.105832651929358,1.1215663599555254
12,1.9834118027960013,0.6853948257732688,2.0279253929410683,3.3637876824356083,1.465834227364379,1.0085865018733968,2.4422676741788543,2.7465328093712205,0.9084817205325351,1.686245211229678,1.9799418393038342,2.5919791378049597,1.549296720711518,-0.24241481146399269,-0.48294403881825726,-0.008026338289172564,0.7319514488388097,1.3091720171447698
13,1.752423964079421,0.9768598678961458,1.8275558469710587,4.098057121541867,1.2134008961092653,0.8215248991675018,1.8833805514000537,1.445193073955629,2.2633500711125665,1.3203053529549256,1.876321908245248,1.8536297176896896,2.236777104302417,-0.39509917386328,-1.0943621661167384,-0.0069457851272484395,0.8057896601506119,1.2062016508074722
14,0.8492717411267543,1.1927475642256766,1.1416835382373238,0.7292715931877884,1.007470870682899,1.1499997372927526,1.2347340799286808,1.8102134764769178,0.4767189462616309,1.2545006871323536,0.8456903683588269,1.5321117800243158,-0.5766227419332052,0.1520389766860455,-0.7618724832205402,0.011250147957359046,0.6539990781821292,1.3067582061652463
15,0.915235084943614,0.6390414715910171,1.3507470898512204,3.2361861058841606,0.9254920035088855,0.8601467012580093,0.3143286925243607,0.901344019693019,1.351733464850595,0.6734275361705018,0.8415858111073122,1.463071961849849,1.9625862449352678,-0.52497309708441,-0.35888403932863494,0.015909500736018177,0.6027724306760067,1.4005007451502347
16,1.565456625344613,1.708005066016944,1.4977890522409567,3.5969373817367187,0.762791711284315,0.5527630053823602,2.3347393326647885,1.0734069937664439,2.12882503732333,2.034027337370426,2.5353889828948066,1.1440857882267954,1.1190004658025583,-0.6963295149278326,-0.7705333546754215,0.006278582918754905,0.9499936963040798,0.9942278877361636
17,1.55074687316792,1.81996866819287,1.4045442119934068,3.9313265886348567,1.1589681175178947,0.2592171671432631,2.254324839400817,1.040137431320493,2.1031097739020166,1.747007231317784,2.1321511891671716,0.9447051845106168,0.9018035058408321,-0.6660062055985918,-0.7379635162078024,0.0010028753519833538,0.8861752731324113,0.9721691078691022
18,1.7383870245764428,2.0422672954468095,1.1405550362330303,3.600441857617389,1.2102791434456357,0.39344959110850264,1.4850673766851357,1.1384920851330318,1.9025587181101304,1.9141274111889879,2.087738761595838,0.9060694104059449,1.2195516996595457,-0.6836513466625646,-0.9351490406286668,0.002847117807620571,0.9243115626066287,0.9343433155624168
19,1.8468094868110272,2.415436127791736,1.2491211906388675,2.5120520325627873,0.6594651922235397,0.22335147156330465,2.8492104552221242,1.3801038757171178,1.6198773177736832,1.997058529735777,1.2113404692479526,1.353146945364206,1.4183734344347128,-1.4756921119241329,-0.5164968844272337,0.027100422173626442,0.76477746160904,1.347421919841349
20,1.8034027667035537,1.830586780267681,2.4041191526065964,3.87287697006615,1.7090608077023375,0.948873562118334,2.243748904102528,1.2186399691153387,0.9280999860793275,1.7986552205123734,1.660409957147483,3.22666473889446,1.436520375871546,-0.19944025348179273,-0.1857506516236251,-0.016512173356784902,1.0356235535112084,1.031991830643491
